Day Month Year MinTemp MaxTemp Precipitation ReferenceET
29 5 2024 10.8 16.4 0.0 0.88
30 5 2024 10.2 17.1 0.0 1.3
31 5 2024 8.6 19.1 0.0 1.86
1 6 2024 14.0 22.7 0.0 1.75
2 6 2024 10.4 19.8 0.2 0.84
3 6 2024 4.3 12.7 0.2 1.55
4 6 2024 4.8 13.8 0.0 1.55
5 6 2024 11.2 18.4 0.0 1.26
6 6 2024 14.2 25.2 0.0 1.48
7 6 2024 18.9 20.0 0.0 0.0
8 6 2024 inf -inf 0.0 0.0
9 6 2024 inf -inf 0.0 0.0
10 6 2024 inf -inf 0.0 0.0
11 6 2024 inf -inf 0.0 0.0
12 6 2024 inf -inf 0.0 0.0
13 6 2024 inf -inf 0.0 0.0
14 6 2024 17.8 18.1 0.0 0.08
15 6 2024 14.7 19.9 0.0 0.12
16 6 2024 inf -inf 0.0 0.0
17 6 2024 9.3 19.7 0.0 0.43
18 6 2024 14.9 20.5 0.0 1.32
19 6 2024 12.7 22.1 0.2 1.19
20 6 2024 9.4 18.2 0.2 1.63
21 6 2024 16.7 21.2 2.0 0.81
22 6 2024 17.3 20.6 27.6 0.69
23 6 2024 9.4 16.9 0.6 0.82
24 6 2024 5.1 11.9 0.0 1.28
25 6 2024 4.2 10.7 2.8 0.87
26 6 2024 4.2 12.7 1.8 1.48
27 6 2024 7.5 18.1 0.0 2.31
28 6 2024 6.3 12.9 0.0 1.98
29 6 2024 2.3 10.6 0.0 1.98
30 6 2024 -0.1 14.0 0.0 1.95
1 7 2024 3.3 18.3 0.0 2.11
2 7 2024 4.4 19.7 0.0 1.97
3 7 2024 4.9 15.0 0.0 2.02
4 7 2024 2.0 13.4 0.0 1.73
5 7 2024 0.8 11.7 0.2 1.88
6 7 2024 -1.3 12.2 0.0 1.84
7 7 2024 1.4 11.1 0.0 1.56
8 7 2024 -1.8 8.8 0.2 1.52
9 7 2024 -5.4 9.6 0.0 1.74
10 7 2024 -2.3 11.0 0.0 1.66
11 7 2024 -0.8 10.5 0.0 1.54
12 7 2024 -0.2 12.2 0.0 1.74
13 7 2024 -1.7 13.1 0.0 1.99
14 7 2024 0.0 15.0 0.0 1.62
15 7 2024 6.6 17.7 0.0 2.12
16 7 2024 5.7 17.1 0.0 1.98
17 7 2024 6.6 17.3 0.0 1.42
18 7 2024 6.9 20.7 0.0 2.02
19 7 2024 9.4 14.8 5.8 0.81
20 7 2024 8.3 15.9 0.0 1.12
21 7 2024 11.1 17.7 0.0 0.87
22 7 2024 13.1 17.9 0.0 0.79
23 7 2024 11.4 24.6 0.0 1.55
24 7 2024 15.6 23.4 2.2 1.43
25 7 2024 9.2 20.3 0.0 2.08
26 7 2024 6.8 21.4 0.0 2.3
27 7 2024 5.4 20.0 0.0 2.36
28 7 2024 7.9 16.8 0.0 3.01
29 7 2024 0.8 13.4 0.0 2.27
30 7 2024 -0.3 16.3 0.0 2.43
31 7 2024 7.1 20.3 0.0 1.43
1 8 2024 16.8 28.4 0.0 2.57
2 8 2024 22.4 30.3 0.0 5.19
3 8 2024 11.1 24.6 0.0 2.19
4 8 2024 8.2 19.5 0.0 2.46
5 8 2024 9.8 19.4 0.0 1.19
6 8 2024 13.6 18.9 31.0 0.33
7 8 2024 8.7 13.5 0.2 1.34
8 8 2024 5.4 8.6 1.8 0.56
9 8 2024 5.6 10.9 0.2 1.06
10 8 2024 0.6 16.1 0.2 2.11
11 8 2024 5.7 15.7 0.0 2.85
12 8 2024 1.7 13.3 0.0 2.24
13 8 2024 2.0 17.8 0.0 2.96
14 8 2024 3.7 20.9 0.0 3.11
15 8 2024 7.8 22.9 0.0 2.57
16 8 2024 8.9 17.1 0.0 2.39
17 8 2024 6.3 16.7 0.0 1.58
18 8 2024 13.4 15.0 0.0 0.59
19 8 2024 12.8 16.4 0.0 1.06
20 8 2024 10.9 14.9 0.0 0.94
21 8 2024 12.6 14.0 8.2 0.03
22 8 2024 8.2 10.0 0.2 0.5
23 8 2024 5.8 11.3 0.0 1.64
24 8 2024 5.1 13.7 2.0 1.66
25 8 2024 3.1 12.9 0.2 2.09
26 8 2024 1.1 15.0 0.0 2.35
27 8 2024 3.8 18.2 0.0 2.83
28 8 2024 6.7 20.8 0.0 3.51
29 8 2024 8.8 18.9 0.0 2.51
30 8 2024 11.0 15.0 3.4 0.7
31 8 2024 10.9 16.4 1.4 0.91
1 9 2024 9.6 12.6 0.4 0.98
2 9 2024 7.3 19.6 0.2 2.56
3 9 2024 9.8 20.1 0.2 2.83
4 9 2024 7.6 18.3 0.0 2.36
5 9 2024 5.3 18.7 0.0 3.24
6 9 2024 7.2 22.5 0.0 3.59
7 9 2024 9.7 24.0 0.0 3.59
8 9 2024 8.4 21.8 0.0 3.26
9 9 2024 11.7 18.2 0.0 0.99
10 9 2024 14.3 20.8 0.2 1.31
11 9 2024 9.1 16.2 6.2 0.5
12 9 2024 6.9 18.1 0.4 2.66
13 9 2024 11.7 16.9 0.0 0.9
14 9 2024 6.7 19.1 0.4 3.4
15 9 2024 2.8 20.7 0.0 3.55
16 9 2024 7.2 23.7 0.0 3.53
17 9 2024 9.3 25.6 0.0 3.05
18 9 2024 12.7 27.3 0.0 3.54
19 9 2024 16.1 26.4 0.0 2.65
20 9 2024 14.0 25.7 0.2 3.52
21 9 2024 12.8 26.4 0.0 3.89
22 9 2024 16.0 31.4 0.0 2.83
23 9 2024 13.6 17.9 16.8 1.43
24 9 2024 14.4 19.3 1.8 1.82
25 9 2024 15.0 19.4 0.0 1.45
26 9 2024 8.9 18.8 0.0 2.12
27 9 2024 6.0 20.7 0.0 2.88
28 9 2024 11.1 23.8 0.2 3.55
29 9 2024 14.2 27.4 0.0 4.36
30 9 2024 18.8 32.6 33.6 3.75
1 10 2024 12.6 21.8 0.0 1.65
2 10 2024 8.6 20.4 0.4 3.5
3 10 2024 7.8 18.7 0.0 3.68
4 10 2024 6.7 21.7 0.0 3.69
5 10 2024 9.3 24.4 0.0 3.51
6 10 2024 14.4 25.0 0.0 3.7
7 10 2024 15.0 18.3 13.6 0.63
8 10 2024 15.6 22.1 7.6 2.28
9 10 2024 13.1 19.4 0.0 2.32
10 10 2024 13.4 19.7 0.0 1.41
11 10 2024 12.9 26.3 0.2 3.75
12 10 2024 13.8 21.2 9.2 1.44
13 10 2024 13.2 24.8 0.0 3.58
14 10 2024 15.3 20.7 24.6 1.01
15 10 2024 16.5 23.3 11.6 2.49
16 10 2024 12.7 25.1 0.2 3.93
17 10 2024 12.9 17.2 6.8 0.43
18 10 2024 11.3 25.3 0.2 3.84
19 10 2024 15.4 26.1 0.0 4.45
20 10 2024 15.0 29.5 0.0 4.61
21 10 2024 18.3 32.2 0.0 4.87
22 10 2024 21.9 32.6 0.0 4.81
23 10 2024 21.7 29.8 36.4 2.37
24 10 2024 16.2 21.9 29.4 0.81
25 10 2024 11.4 23.7 5.8 3.44
26 10 2024 9.0 21.4 0.2 4.01
27 10 2024 11.5 25.2 0.0 4.52
28 10 2024 14.4 27.6 0.0 4.8
29 10 2024 16.4 28.7 0.0 5.15
30 10 2024 14.0 28.7 0.0 5.41
31 10 2024 18.1 29.4 0.0 4.78
1 11 2024 19.2 26.9 8.0 3.03
2 11 2024 18.4 28.9 8.4 2.68
3 11 2024 16.6 26.9 0.0 4.74
4 11 2024 16.6 30.6 7.0 3.69
5 11 2024 14.0 25.6 0.2 5.41
6 11 2024 13.0 28.2 0.0 4.79
7 11 2024 17.1 26.3 0.8 5.49
8 11 2024 12.3 25.8 0.2 4.89
9 11 2024 13.4 27.8 0.0 5.7
10 11 2024 13.5 29.7 0.0 6.07
11 11 2024 12.4 23.4 21.6 3.54
12 11 2024 9.7 23.8 0.0 4.95
13 11 2024 12.2 27.9 0.0 5.48
14 11 2024 14.1 29.6 0.0 5.63
15 11 2024 16.9 30.7 0.0 6.14
16 11 2024 20.1 34.2 0.0 5.49
17 11 2024 18.1 26.7 5.8 1.39
18 11 2024 17.0 24.9 0.0 3.32
19 11 2024 15.0 23.7 0.0 2.65
20 11 2024 15.8 27.2 0.0 2.43
21 11 2024 14.6 27.3 0.0 4.54
22 11 2024 14.6 28.4 0.0 5.27
23 11 2024 16.4 29.1 0.0 5.03
24 11 2024 18.4 33.6 0.0 6.24
25 11 2024 20.8 27.6 46.8 2.0
26 11 2024 18.9 26.7 0.4 2.29
27 11 2024 17.3 27.1 35.6 1.99
28 11 2024 15.8 26.7 0.0 3.11
29 11 2024 18.8 29.4 0.0 4.55
30 11 2024 15.3 25.9 0.0 3.89
1 12 2024 16.8 30.9 21.8 3.55
2 12 2024 13.0 23.7 0.0 5.82
3 12 2024 11.2 23.7 0.0 6.22
4 12 2024 12.2 26.7 0.0 5.86
5 12 2024 14.3 32.1 0.0 6.79
6 12 2024 18.7 26.2 84.8 3.13
7 12 2024 13.6 23.4 0.2 4.82
8 12 2024 9.1 23.2 0.0 5.42
9 12 2024 11.1 25.8 0.0 5.57
10 12 2024 14.3 28.6 0.0 5.92
11 12 2024 17.4 30.1 0.0 6.12
12 12 2024 18.5 32.1 0.0 5.98
13 12 2024 20.4 24.6 2.2 1.85
14 12 2024 18.1 29.3 0.4 6.6
15 12 2024 16.6 26.7 0.6 4.64
16 12 2024 14.1 28.2 0.2 5.44
17 12 2024 16.9 29.0 0.0 6.17
18 12 2024 16.8 30.8 0.0 5.71
19 12 2024 20.9 32.4 1.6 2.02
20 12 2024 16.1 30.6 0.0 1.0
21 12 2024 17.1 30.6 0.0 2.0
22 12 2024 15.1 32.6 0.0 5.0
23 12 2024 15.1 32.6 0.0 4.0
24 12 2024 15.1 32.6 0.0 2.0
25 12 2024 15.1 32.6 0.0 3.0
26 12 2024 15.1 32.6 0.0 4.0
27 12 2024 15.1 31.6 0.0 6.0
28 12 2024 16.1 30.6 0.0 6.0
29 12 2024 18.1 33.6 0.0 6.0
30 12 2024 20.1 34.6 0.0 5.0
31 12 2024 20.1 35.6 0.0 5.0
1 1 2025 18.1 35.6 0.0 5.0
2 1 2025 18.1 34.6 0.0 6.0
3 1 2025 15.1 34.6 0.0 6.0
4 1 2025 17.1 32.6 0.0 5.0
5 1 2025 16.1 31.6 0.0 5.0
6 1 2025 17.1 32.6 0.0 5.0
7 1 2025 15.0 32.8 0.8 5.06
8 1 2025 18.1 32.4 0.0 7.28
9 1 2025 17.7 33.0 0.0 6.64
10 1 2025 18.2 33.1 0.0 7.0
11 1 2025 17.4 31.7 0.0 7.04
12 1 2025 17.5 32.4 0.0 7.09
13 1 2025 18.2 32.7 0.0 7.24
14 1 2025 18.4 34.1 0.0 6.55
15 1 2025 20.6 36.1 0.0 6.62
16 1 2025 23.4 38.8 0.0 6.61
17 1 2025 20.8 37.0 0.8 6.42
18 1 2025 21.7 34.7 8.6 4.23
19 1 2025 20.3 25.8 2.8 1.11
20 1 2025 18.9 28.6 4.6 4.24
21 1 2025 16.2 31.4 0.0 4.82
22 1 2025 18.9 35.6 0.0 6.15
23 1 2025 23.8 35.8 0.0 5.16
24 1 2025 21.1 32.6 11.0 3.67
25 1 2025 20.5 33.8 0.0 5.0
26 1 2025 20.5 33.8 0.0 6.42
27 1 2025 21.1 30.6 20.4 3.5
28 1 2025 19.8 33.1 0.0 4.62
29 1 2025 21.8 33.0 0.0 5.29
30 1 2025 19.1 31.7 0.0 5.7
31 1 2025 18.5 31.1 0.0 5.87
1 2 2025 17.0 33.6 0.0 5.94
2 2 2025 18.8 36.1 0.0 6.54
3 2 2025 21.6 38.8 0.0 6.65
4 2 2025 23.1 34.1 0.0 5.7
5 2 2025 20.4 25.0 18.8 1.38
6 2 2025 19.1 28.9 0.2 4.44
7 2 2025 18.8 33.7 0.0 6.37
8 2 2025 19.9 35.7 0.0 6.09
9 2 2025 22.8 35.7 0.0 5.13
10 2 2025 23.7 40.3 0.0 7.1
11 2 2025 21.8 31.9 5.6 2.73
12 2 2025 19.1 21.8 69.2 0.87
13 2 2025 18.2 28.5 0.2 3.68
14 2 2025 18.5 32.3 11.2 5.15
15 2 2025 19.5 24.6 28.6 1.31
16 2 2025 19.8 23.1 2.4 0.78
17 2 2025 17.5 28.4 3.2 3.24
18 2 2025 14.7 25.5 3.8 4.7
19 2 2025 15.7 31.3 2.6 4.79
20 2 2025 18.9 33.3 0.6 5.6
21 2 2025 22.3 34.8 0.0 4.47
22 2 2025 20.7 27.7 19.6 1.74
23 2 2025 20.1 33.0 0.2 4.55
24 2 2025 22.7 34.1 0.2 4.04
25 2 2025 22.1 28.6 25.2 1.89
26 2 2025 21.0 24.0 29.4 0.41
27 2 2025 20.2 30.0 0.4 3.63
28 2 2025 24.4 32.1 0.0 4.06
1 3 2025 21.2 25.9 104.8 0.41
2 3 2025 20.8 28.9 4.0 2.61
3 3 2025 23.0 35.4 5.4 4.11
4 3 2025 23.6 37.1 0.0 4.84
5 3 2025 24.3 35.9 0.0 5.05
6 3 2025 25.3 34.3 0.0 4.93
7 3 2025 23.8 34.1 0.0 5.36
8 3 2025 15.7 27.1 11.8 0.92
9 3 2025 13.2 22.7 0.2 3.68
10 3 2025 11.1 24.7 0.0 4.12
11 3 2025 14.9 26.7 0.0 3.87
12 3 2025 11.2 17.7 5.2 0.66
13 3 2025 10.1 21.3 0.4 3.56
14 3 2025 8.7 23.7 0.2 3.71
15 3 2025 12.9 26.1 0.2 3.64
16 3 2025 15.1 27.2 0.0 4.07
17 3 2025 17.3 28.2 2.2 3.46
18 3 2025 15.0 28.8 0.2 4.02
19 3 2025 16.6 30.9 0.0 4.34
20 3 2025 16.0 32.2 0.0 4.42
21 3 2025 17.6 31.4 0.0 4.64
22 3 2025 20.3 28.8 0.0 3.05
23 3 2025 17.4 27.8 0.0 3.07
24 3 2025 16.7 26.3 0.2 2.7
25 3 2025 18.1 27.6 0.0 3.63
26 3 2025 16.4 29.1 0.0 4.02
27 3 2025 18.8 24.2 0.0 1.71
28 3 2025 16.2 26.7 11.6 2.21
29 3 2025 15.0 27.5 0.2 3.47
30 3 2025 18.1 31.4 0.0 4.09
31 3 2025 11.8 24.6 23.8 1.71
1 4 2025 9.2 21.4 0.4 3.16
2 4 2025 15.3 24.2 1.8 1.97
3 4 2025 10.7 24.6 0.4 3.62
4 4 2025 5.3 16.7 0.0 3.3
5 4 2025 5.1 20.6 0.0 3.08
6 4 2025 11.6 25.5 3.4 3.21
7 4 2025 15.3 16.8 30.0 0.57
8 4 2025 15.8 20.7 2.4 1.33
9 4 2025 16.3 23.2 0.8 1.68
10 4 2025 17.3 25.1 0.2 1.83
11 4 2025 17.8 25.6 0.0 2.38
12 4 2025 15.0 25.9 0.2 2.4
13 4 2025 10.8 21.9 0.4 3.07
14 4 2025 7.9 22.6 0.0 3.26
15 4 2025 12.0 23.7 0.0 2.81
16 4 2025 9.9 25.2 0.0 2.93
17 4 2025 13.6 27.2 0.0 3.16
18 4 2025 13.5 24.7 0.0 2.93
19 4 2025 8.3 20.4 0.0 2.91
20 4 2025 6.3 18.1 0.0 1.25
21 4 2025 8.1 22.4 0.2 2.7
22 4 2025 10.3 25.5 0.0 3.0
23 4 2025 13.0 26.6 0.0 2.48
24 4 2025 16.4 26.9 0.0 2.13
25 4 2025 15.8 28.1 0.0 3.22
26 4 2025 12.2 24.4 3.0 1.98
27 4 2025 9.2 20.9 0.0 2.21
28 4 2025 8.6 22.2 0.0 2.82
29 4 2025 7.2 24.1 0.0 2.81
30 4 2025 7.7 24.5 0.0 2.89
